MASTER_ID,NAME,LOC,STATUS,BILL_ACC_CNT,SERV_ACC_CNT,ACTV_ASSET_CNT,ORDER_CNT,TOT_NEW_SALE,TOT_UPGRADE,TOT_DGRADE,TOT_CHURN_AMT,Revenue(ZAR)
1-GQ3SCT,WONDER WHEELS,JOHANNESBURG,Active,1,0,0,2,0,0,0,0,R150.00
1-GRQ474,TAAG-ANGOLA AIRLINES,BEDFORDVIEW,Active,1,0,12,2,0,0,0,0,R2 499.00
1-GSBO5I,ANGOR PROPERTY SPECIALISTS (PTY) LTD,BRYANSTON,Active,1,4,165,4,1700,23928,0,0,R92 284.14
1-GTB9B6,ENGNET SOLUTIONS PTY LTD,SANDTON,Active,1,1,5,4,0,0,0,0,R3 359.93
1-GTC0V0,UBUNTU EDUCATION FUND,QEQE STREET,Active,1,0,32,6,0,0,0,-223826.4,R17 551.96
1-GTFQB6,COREX (PTY) LTD,HEAD OFFICE - MIDRAND,Active,1,3,0,0,0,0,0,0,R9 296.67
1-GU48D2,PRAXOS 737 CC,CAPE TOWN,Active,1,0,2,0,0,0,0,0,R545.00
1-GV6MDY,TURRITO NETWORKS,SANDTON,Active,1,107,797,171,500044.8,279014.4,0,-807142.44,R675 331.66
1-GY4ATE,ANSON HOLDINGS PTY LTD,BRYANSTON,Active,1,0,25,0,0,0,0,0,R8 042.93
1-GY4H0J,FORBTECH (PTY) LTD,MEYERSDAL,Active,1,7,2,16,0,0,0,-134388,R10 014.83
1-GYD6BR,QUIETE WORX PTY LTD,JOHANNESBURG,Active,1,0,1,0,0,0,0,0,R75.00
1-GYDNF4,BASFOUR 3731 (PTY) LTD T/A CAFFE BLU,CAPE TOWN,Active,1,0,2,2,0,0,0,0,R250.00
1-GZ8E0O,JUPICORP (PTY) LTD T/A TMARC,FOURWAYS,Active,1,3,121,2,0,0,0,0,R69 443.56
1-H0109C,ALLIANZ GLOBAL CORPORATE & SPECIALITY SOUTH AFRICA LTD,PARKTOWN,Active,1,0,4,5,0,0,0,-150480,-R7 438.54
1-H052IR,GLORY DHLAMINI,WITBANK,Active,1,0,2,0,0,0,0,0,R545.00
1-H0ZHB5,EQUILIBRIUM LEGAL ADVISIORS CC,BORDEALIX,Active,1,0,1,0,0,0,0,0,R89.60
1-H55A5Z,CENTRAL EDIBLE OIL COMPANY (PTY) LTD,BOKSBURG,Active,1,0,8,0,0,0,0,0,R2 499.00
1-H76E6N,EMAT HOLDINGS CC,POMONA,Active,1,1,7,0,0,0,0,0,R2 499.00
1-HCG2EL,MUTUAL & FEDERAL INSURANCE COMPANY LTD,IWYZE BILLING,Active,1,0,5,5,0,8710,0,-93511.2,R17 500.49
1-HCPWLQ,ANDERSON INSURANCE UNDERWRITERS CC,FAIRLANDS,Active,1,0,0,3,0,0,0,-170472,R11 838.33
1-HCRS0S,ICONNECTSA (PTY) LTD,FOURWAYS,Active,1,146,1509,8,89398,0,0,0,R81 934.44
1-HCT1T4,DAZZLING COMP SERVICES,GROBLERSDAL,Active,1,0,4,3,0,0,0,-29988,R1 706.31
1-HD3UXO,DIASORIN SOUTH AFRICA (PTY) LTD,KYALAMI,Active,1,0,7,0,0,0,0,0,R799.00
1-HE30CQ,NJCSI (PTY) LTD,DURBAN,Active,1,2,9,0,0,0,0,0,R0.00
1-HHQKXY,SOUTHWAY FREIGHT,DURBAN,Active,1,0,3,0,0,0,0,0,R715.00
1-HJ8YI6,DANGOTE CEMENT SOUTH AFRICA (PTY) LTD,JHB,Active,1,0,24,0,0,0,0,0,R28 725.00
1-HLE1V0, FRONTIER ACCOUNTING AND SECRETARIAL SERVICES (PTY) LTD,PRETORIA,Active,1,0,12,2,0,0,0,-32400,R1 481.76
1-HQGTJ0,LIQUID TELECOMMUNICATIONS OPERATIONS SOUTH AFRICA LTD,BRYANSTON,Active,1,4,29,8,297579.36,0,0,0,R5 331.01
1-HTBOCP,METRO FIBRE NETWORX (PTY) LTD,SPRINGS,Active,1,51,230,135,1103543.04,360000,0,-402150,R250 895.44
1-HZ08NO,LONRHO LOGISTICS,JHB,Active,1,9,3,0,0,0,0,0,R27 698.13
1-I0MFCG,KANSAI  PLASCON,RIVONIA,Active,1,0,10,0,0,0,0,0,R0.00
1-I0R17V,KWAZULU NATAL  TOOLING INITIATIVE,DURBAN,Active,1,1,3,0,0,0,0,0,R168.00
1-I0TFAY,SAFE RIDER VEHICLE TECHNOLOGIES,RYNFIELD,Active,1,0,11,0,0,0,0,0,R2 296.98
1-I14FFE,GULF CONTRACT LABOUR HIRE,CAPE TOWN,Active,1,1,0,0,0,0,0,0,R580.00
1-I5AEG4,DIGIWORKS CC,CAPE TOWN,Active,1,3,9,11,195510,22976.6,0,-52023.6,R7 909.10
1-I5M55W,HARVEY'S PREMIUM GUARANTEE COMPANY (PTY) LTD,BRYANSTON,Active,1,0,12,2,0,0,0,0,R14 376.96
1-I69CDE,NIMTEC (PTY) LTD,RANDBURG,Active,1,0,2,0,0,0,0,0,R16.67
1-I6HWBC,BHARTI AIRTEL LIMITED,NIGERIA,Active,2,8,122,8,250756.66,0,0,0,R184 334.98
1-I6IQKE,WRHI A DIVISION OF WITS HEALTH CONSORTIUM (PTY) LTD,SANDTON,Active,1,17,3,16,0,0,0,-347884.8,R320 666.81
1-I6KBMO,ASSOCIATED FUND ADMINISTRATORS BOTSWANA (PTY) LTD (AFA),BOTSWANA,Active,1,0,6,0,0,0,0,0,R6 590.32
1-I6P6B6,JUSTIN RYDER,SANDTON,Active,1,0,4,0,0,0,0,0,R0.00
1-I77DXM,HIGH COMMISSION FOR THE PEOPLE'S OF THE REPUBLIC OF BANGLADESH,SUNNYSIDE,Active,1,0,0,3,0,0,0,-17988,R108.26
1-I7SI6K,PETRA DIAMONDS SA (PTY) LTD,HEAD OFFICE,Active,1,9,4,0,0,0,0,0,R13 455.34
1-I84CVE,SA UNDERWRITERS,JHB,Active,1,0,43,0,0,0,0,0,R34 550.54
1-I84D6A,GVM METALS ADMINISTRATION SA,BRYANSTON,Active,1,3,10,16,0,0,0,0,R524.03
1-I8527T,BRAND NEW TEHNOLOGIES CC,BEDFORDVIEW,Active,1,0,1,0,0,0,0,0,R217.28
1-I8SC1L,DIMENSION DATA  (PTY) LTD,DIMENSION DATA - CONVERGENCE BORDER MANAGEMENT SOL,Active,1,0,35,2,90200,90544.32,0,0,R171 811.57
1-I9VK8H,ANNROB MOTORS T/A PROVINCIAL MOTORS,CAPE TOWN,Active,1,0,18,0,0,0,0,0,R1 863.24
1-IAJZ6N,MICROSOFT INTERNATIONAL,HEAD OFFICE,Active,2,0,46,8,0,1294072.08,0,-3622785.6,R519 385.92
1-IAMLSJ,INHOUSE DESIGN AND DRAUGHTING T/A  FRANCOIS VAN ZYL ARCHITECTS,CAPE TOWN,Active,1,0,2,0,0,0,0,0,R250.00
1-IB1APY,TOYOTA MTN CYCLE PARK PTY LTD,BRYANSTON,Active,1,0,2,0,0,0,0,0,R0.00
1-IB1GWJ,IT ALLIANCE COMPUTER SERVICES,CAPE TOWN,Active,1,2,2,0,0,0,0,0,R452.00
1-IBEY9I,CENTRAL BANK OF LESOTHO,LESOTHO,Active,1,0,6,0,0,0,0,0,R4 093.98
1-ICQTUI,CRAIGHALL HOUSE,CRAIGHALL,Active,1,0,3,0,0,0,0,0,R0.00
1-ICUZL6,KFC (PTY) LTD,BRYANSTON,Active,3,182,2392,530,3072385.12,44616.4,0,-293066.28,R750 351.65
1-IDQMXA,THE SOUTH AFRICAN MERCANTILE CORPORATION (PTY) LTD,HEAD OFFICE - BOKSBURG,Active,1,2,124,17,29877.12,4964,0,-151008,R103 687.85
1-IE0LU8,JACQUELINE ELLIS ATTORNEYS,MELROSE,Active,1,0,3,0,0,0,0,0,R162.27
1-IFJU2I,BIXOPHASE CC T/A NINO'S ARBOUR CROSSING,DURBAN,Active,1,0,2,0,0,0,0,0,R250.00
1-IFNDEO,LIQUID CAPITAL (PTY) LTD,EDENVALE,Active,1,0,63,18,207594,101700.08,0,0,R317 349.71
1-IFYEYJ,RETIRED RATZ LEISURE SERVICES (PTY) LTD,DURBAN,Active,1,0,2,0,0,0,0,0,R0.00
1-IG0YQV,"DEPARTMENT OF PLANNING, MONITORING AND EVALUATION",GAUTENG,Active,1,0,5,8,0,0,0,-1192080,R74 063.81
1-IG2KZ6,MEDICAL DISTRIBUTORS (PTY) LTD,MIDARAND,Active,1,1,1,0,0,0,0,0,R0.00
1-IG95HC,JETTON TRADING (PTY) LTD  T/A NINO'S MUTUAL MALL,DURBAN,Active,1,0,2,0,0,0,0,0,R545.00
1-IGB70E,PROPANELS (PTY) LTD,EDEGLEN,Active,1,0,8,0,0,0,0,0,R900.00
1-IICVG4,GOUNDENS TRADING ENTERPRISE,HOUGHTON,Active,1,0,1,0,0,0,0,0,R165.00
1-IIEZYT,BLACK LAWYERS ASSOCIATION - LEGAL EDUCATION CENTRE,JOHANNESBURG,Active,1,0,7,0,0,0,0,0,R799.00
1-IK6WI8,JHNET WEB DEVELOPMENT,PINEWOOD OFFICE PARK,Active,1,1,8,4,0,9600,0,0,R11 125.45
1-ILKYJF,KOREAN MOTOR SPARES,EDENVALE,Active,1,0,3,0,0,0,0,0,R2 499.00
1-IM5LPP,PINNACLE TECHNOLOGY SHARED MANAGEMENT SERVICES (PTY) LTD,MIDRAND,Active,3,14,64,18,115213.84,800,0,0,R54 484.70
1-IMTMXO,BAKGATLA BA KGAFELA STRATEGIC INVESTMENT COMPANY (PTY)LTD,MORULENG,Active,1,1,18,0,0,0,0,0,R0.00
1-INHN7L,REYA PELE BRICKS LIMITED,DURBAN,Active,1,0,4,2,0,0,0,-3763.2,R674.80
1-INIDV8,RHI REFRACTORIES AFRICA (PTY) LTD,WENDYWOOD,Active,1,0,7,2,0,0,0,0,R876.32
1-INKPOP,CHRISTOPHER DA NORTH,SANDTON,Active,1,0,1,0,0,0,0,0,R322.00
1-INPJGF,BIDVEST SERVICES T/A BIDVEST TOP TURF,RANDBURG,Active,1,0,0,1,0,0,0,-12048,R502.00
1-IQ2ZVO,ACTION IT (PTY) LTD,MELKBOSSTRAND,Active,1,0,23,11,0,0,0,-166033.32,R19 603.01
1-IQ53D8,AUSTRO WOOD PTY LTD,JHB,Active,1,5,3,0,0,0,0,0,R1 307.24
1-IQEV8U,HUMULANI MARKETING (PTY) LTD,ISANDO,Active,1,49,854,270,11904.28,0,0,-3435912.96,R406 598.65
1-IQI2IJ,VISTEX AFRICA (PTY) LTD,PINELANDS,Active,1,0,4,0,0,0,0,0,R350.00
1-IQO2ZO,BAIN AND COMPANY SOUTH AFRICA INC,JOHANNESBURG,Active,1,0,6,0,0,0,0,0,R8 360.01
1-IR8I53,EF LANGUAGE SCHOOLS (PTY) LTD,BRYANSTON,Active,1,0,1,0,0,0,0,0,R0.00
1-IRBDS6,TRANZACT SOFTWARE HOLDINGS PTY LTD,JHB,Active,1,0,29,0,0,0,0,0,R21 628.48
1-ITGJMK,IT EVOLUTION,PRETORIA,Active,1,6,25,0,0,0,0,0,R21 965.66
1-ITK5PG,PUBLIC INVESTMENT CORPORATION,SANDTON,Active,1,0,22,0,0,0,0,0,-R617.50
1-ITXYHG,L SQUARE TECHNOLOGIES PTY LTD,CENTURION,Active,1,0,4,2,0,0,0,0,R4 673.37
1-IW5CI7,BLUE BEACON TRADING (PTY) LTD,RIVONIA,Active,1,0,9,6,51300,0,0,0,R2 994.17
1-IWEIRY,HOSPITALITY TECHNOLOGY INTERNATIONAL (PTY) LTD,JOHANNESBURG,Active,1,1,65,11,423384,631352,0,0,R68 878.78
1-IWSWQA,CHEESECAKE CAFE CC,GREENSIDE,Active,1,0,2,0,0,0,0,0,R0.00
1-IWSX3X,WIMPY ROSEBANK (BLOCKBUSTER TRADING),ROSEBANK,Active,1,0,2,0,0,0,0,0,R0.00
1-IX9X1C,HPF MANAGEMENT PTY LTD,MENLO PARK,Active,1,0,2,0,0,0,0,0,R3 530.58
1-IY85LS,EOH MTHOMBO (PTY) LTD TRADING AS NETCURE,SANDTON,Active,1,1,6,0,0,0,0,0,R0.00
1-IYGQTK,TELECOM ITALIA SPARKLE,SANDTON,Active,1,13,130,16,461020,0,0,-456456,R153 304.65
1-IYIQIA,GLOBAL360 UK LIMITED,SANDTON,Active,1,0,1,0,0,0,0,0,R0.00
1-IYMY6H,VEXICURE PTY LTD T/A WESTIN CAPETOWN,CAPE TOWN,Active,1,0,4,0,0,0,0,0,R0.00
1-IYNYL3,AURAM RESTAURANT COMPANY (PTY) LTD T/A MCDONALDS SA,WOODMEAD,Active,1,41,25,3,163418,0,0,0,R56 938.33
1-IYVY64,PACK 'N STACK (PTY) LTD,HEAD OFFICE,Active,1,6,30,2,0,0,0,-18408,-R939.68
1-IZVCEW,RADIO DATA COMMUNICATIONS (PTY) LTD,BEDFORDVIEW,Active,1,0,87,2,0,0,0,0,R35 890.31
1-J19REZ,SANTOLITE T/A CAPPUCCINO'S CLEAR WATER,MENLO PARK,Active,1,0,0,2,0,0,0,0,R208.33
1-J2H18P,NITROGEN FUND MANAGERS (PTY) LTD,BENMORE,Active,1,0,1,0,0,0,0,0,R141.01
1-J2XSBO,CELLARPRICE,CAPE TOWN,Active,1,0,18,0,0,0,0,0,R0.00
1-J312MO,NORMAN BISSETT AND ASSOCIATES GROUP (PTY) LTD,BRICKFIELD ROAD,Active,1,0,0,0,0,0,0,0,R7 826.09
1-J3395V,FUTURE INDEFINITE INVESTMENTS 250 PTY LTD,WATERKLOOF,Active,1,0,3,0,0,0,0,0,R0.00
1-J33PKO,MONEY BOX INVESTMENTS 115 (PTY) LTD,KENSINGTON,Active,1,0,2,0,0,0,0,0,R0.00
1-J3Q0BA,RAINBOWS AND SMILES NPO,JOHANNESBURG,Active,1,0,4,0,0,0,0,0,R0.00
1-J3QSPX,NATIONAL BARGAINING COUNCIL FOR THE LEATHER INDUSTRY,NATIONAL BARGAINING COUNCIL FOR THE LEATHER INDUST,Active,1,0,3,1,68642.7,32994,0,0,R1 619.50
1-J3QT5G,FISCHER PROFILE,FISCHER PROFILE,Active,1,0,0,0,0,0,0,0,R12.67
1-J3R95E,TUSCALOOSA 129 (PTY) LTD T/A CIRCUS CIRCUS,DURBAN,Active,1,0,0,2,0,0,0,0,R0.00
1-J55NT,IMAGE MAKERS (PTY) LTD,CAPE TOWN,Active,1,0,13,3,0,2964.4,0,0,R9 770.17
1-J5SLR5,HAMPTON TRADING CC T/A ITEVALUTION,PORT ELIZABETH,Active,1,0,29,0,277502,0,0,0,R7 336.24
1-J6C2LY,GREY JADE TRADE & INVEST 134 (PTY) LTD TA ACOUSTEX TRIM,ACOUSTEX TRIM,Active,1,0,3,0,100534,0,0,0,R746.50
1-J6H9X8,LEPOGO DRIVING RANGE CC T/A PAHORAMA GOLF RANGE,ELDORAIGNE,Active,1,0,2,0,0,0,0,0,R250.00
1-J6HNFC,VIRTUAL TECH SOLUTIONS,ICKENHAM,Active,1,0,4,2,0,0,0,0,R0.00
1-J7X27B,GE INTELLIGENT PLATFORMS (PTY) LTD,PRETORIA,Active,1,0,15,2,39434,0,0,-59976,R13 416.65
1-J8COSJ,ENCOM SOFTWARE (PTY) LTD,OLIVEDALE,Active,1,0,1,5,0,0,0,-17077.44,-R196.05
1-J8TPJ8,RAND-ASIA TRADE FINANCE (SA) PTY LIMITED,SANDTON,Active,1,0,14,0,0,0,0,0,R0.00
1-J93E2J,OTEL TELECOMS CC,BOKSBURG,Active,1,0,74,0,0,0,0,0,R26 958.07
1-J97VL2,AMEROPA COMMODITIES (PTY) LTD,BRYANSTON,Active,1,0,7,0,0,0,0,0,R1 969.00
1-J99N84,SHARPMED (PTY) LTD,SPARTAN - JHB,Active,1,0,59,7,120320,0,0,0,R9 640.45
1-JBL2H9,EPSILON TELECOMMUNICATION LIMITED,LONDON,Active,1,1,23,5,686000,0,0,0,R123 362.97
1-JBL2HG,ARENA PROPS 31 (PTY) LTD T/A 7TH STREET GUEST HOUSE,MELVILLE,Active,1,0,3,0,0,0,0,0,R0.00
1-JBL30B,MUGG & BEAN FRANCHISING PTY LTD,MIDRAND,Active,1,0,2,0,0,0,0,0,R0.00
1-JC96L0,TERENCE ZWENI EXPRESS CC,HEAD OFFICE,Active,1,0,0,4,0,0,0,-5222.76,-R2.34
1-JE4UGE,WALTONS,CAPE TOWN,Active,1,0,0,0,0,0,0,0,R33.33
1-JEF7NE,ROAD TRAFFIC INFRINGEMENT AGENCY,ROAD TRAFFIC INFRINGEMENT AGENCY,Active,1,0,7,0,0,0,0,0,R5 501.05
1-JFULMX,BRIDGE-IT EXECUTIVE RECRUITMENT COLSULTING CC,DOUGLASDALE,Active,1,0,0,0,0,0,0,0,-R52.50
1-JFXNQD,PROMAC  PAINTS (PTY) LTD,SILVERTON,Active,1,0,21,0,0,0,0,0,R3 818.00
1-JFXO8H,STRANG RENNIES METAL TERMINALS PTY LTD,CAPE TOWN,Active,1,0,4,0,0,0,0,0,R4 800.00
1-JG2XK4,3DR HOLDINGS (PTY) LTD,MENLOPARK,Active,1,0,5,5,0,0,0,-107959.8,R94.05
1-JGSR4B,QCK LEZMIN 4504 T/A WIMPY HARTBEESPOORT,HARTBEESPOORT,Active,1,0,0,0,0,0,0,0,R436.00
1-JGTIF0,FLUX INTERACTIVE (PTY) LTD,PRETORIA,Active,1,2,1,0,0,0,0,0,R300.00
1-JH8O4I,BOUVEST 2268 (PTY) LTD,ARCADIA,Active,1,0,2,0,0,0,0,0,R133.33
1-JH9EY4,INFINIT GROUP RISK SOLUTIONS,BRYANSTON,Active,1,0,1,0,0,0,0,0,R0.00
1-JIGQ4T,UNITED FURNITURE OUTLETS,JHB,Active,1,35,912,48,91106.08,6480,0,-60660,R233 954.34
1-JIVL8Y,CAFE BRAZI CC,GARDENVIEW,Active,1,0,2,0,0,0,0,0,R0.00
1-JIY2JV,ISIKHOVA PUBLISHING & COMMUNICATION PTY LTD,SANDTON,Active,1,0,1,3,0,0,0,-29988,-R2 282.20
1-JJ338T,NELSON MANDELA BAY MUNICIPALITY,MUNICIPAL INFORMATION SYSTEMS,Active,1,0,218,51,837452,13224,0,0,R150 819.87
1-JJK0PE,FORTE ALTERNATIVE STRATEGIES PTY LTD,SANDTON,Active,2,2,17,4,0,0,0,-170544,R18 958.12
1-JM1DF2,WILLIAMS AND WILLIAMS,ATHOL,Active,1,0,1,0,0,0,0,0,R241.67
1-JM547A,DERDOS TRADING (PTY) LTD,LYNWOOD,Active,1,0,2,0,0,0,0,0,R66.67
1-JMV8H9,TEVTAL TECHNOLOGY CC,PIETERMARITZBURG,Active,2,9,10,0,0,0,0,0,-R443.53
1-JMXBZV,INKOMATI CATCHMENT MANAGEMENT AGENCY,NELSPRUIT,Active,1,0,7,0,0,0,0,0,R2 499.00
1-JN0SG0,COL CACCHIO HOLDINGS PTY LTD,HEAD OFFICE,Active,2,1,4,2,0,0,0,0,R250.00
1-JNZGNG,RENTTECH SOUTH AFRICA (PTY) LTD,HEAD OFFICE,Active,1,16,13,3,0,0,0,0,R50 686.91
1-JOJSKX,COLUMBA 1400 SA,JOHANNESBURG,Active,1,0,6,0,0,0,0,0,R0.00
1-JOL7PK,ABAX INVESTMENTS (PTY) LTD,CAPE TOWN,Active,1,0,12,0,0,0,0,0,R5 138.00
1-JP5LV6,RSP INFORMATION TECHNOLOGY,JOHANNESBURG,Active,1,0,1,0,0,0,0,0,R157.68
1-JP8W6C,SAKATA SEEDS SOUTH AFRICA (PTY) LTD,LANSERIA,Active,1,0,0,2,0,0,0,-12367.44,R831.15
1-JP8ZQO,PEBBLE BED MODULAR REACTOR SOC LTD,PEBBLE BED MODULAR REACTOR SOC LTD,Active,1,0,3,0,0,0,0,0,R700.00
1-JRNCYJ,GENESIS MANPOWER ADMINISTRATORS,MODDERFONTEIN,Active,1,0,2,0,0,0,0,0,R3 534.81
1-JRPELW,SPECTREM AIR PTY LTD,LANSERIA,Active,1,0,2,0,0,0,0,0,R1 530.00
1-JRQYO1,FRIENDS CAFE COFFEE SHOP,WATERFRONT,Active,1,0,2,0,0,0,0,0,R0.00
1-JRSXW0,MTHASHANA FET COLLEGE,VRYHEID,Active,1,2,0,3,0,0,0,-43944,-R446.56
1-JRU607,DIMENSION DATA (PTY) LTD - HELEN JOSEPH,BRYANSTON,Active,1,0,0,0,0,0,0,0,R21 879.01
1-JSK2JY,LATERAL LOGISTICS PTY LTD,KEMPTON PARK,Active,1,0,7,0,0,0,0,0,R1 499.00
1-JSKIVJ,PREMIER ADVISORS CC T/A ENGEN RIVONIA,SANDTON,Active,1,0,2,0,0,0,0,0,R375.00
1-JT1XR3,PCM MARKETING (PTY) LTD,HEAD OFFICE,Active,1,0,1,0,0,0,0,0,R0.00
1-JTTAGK,MOTION OUTDOOR CC,LONEHILL,Active,1,0,4,0,0,0,0,0,R0.00
1-JUJ7TN,FOOOD AT RANDRIDGE,RANDRIDGE MALL,Active,1,0,0,0,0,0,0,0,R250.00
1-JUN9CE,AIRSHIP SOFTWARE CC,KEMPTON PARK,Active,1,0,4,0,0,0,0,0,R0.00
1-JYH882,ATCOMM (PTY) LTD,BLOEMFONTEIN,Active,1,49,506,15,63020,0,0,-12790.8,R7 568.18
1-JYJBCP,MUSA CAPITAL FUND MANAGERS (PTY) LIMITED,MELROSE ARCH,Active,1,0,8,0,0,0,0,0,R2 643.48
1-K0B9DZ,PORTAL ACCOUNTING ( PTY) LTD,RANDPARK RIDGE,Active,1,0,2,0,0,0,0,0,R0.00
1-K14ANU,MAGNA BC BUSINESS CONSULTING (PTY) LTD,LYNNWOOD,Active,1,0,6,0,0,0,0,0,R6 880.00
1-K2ZF45,WORD FOR WORD MARKETING (PTY) LTD,FEARIE GLEN,Active,1,0,1,0,0,0,0,0,R7 198.55
1-K34CPP,CARLINTON MANOR CC,MPUMALANGA,Active,1,0,2,0,0,0,0,0,R0.00
1-K3CRTN,ATC SOUTH AFRICA WIRELESS INFRASTRUCTURE,GAUTENG,Active,1,2,85,0,0,0,0,0,R124 927.39
1-K3VZD6,SHANDREW FOODS,WIMPY WOODMEAD RETAIL PARK,Active,1,0,2,0,0,0,0,0,R200.00
1-K42DEF,MMX SYSTEMS (PTY) LTD,HEAD OFFICE,Active,1,0,6,3,0,0,0,0,R10 277.58
1-K46M6E,VOOMAH TRADING CC,KILLARNEY,Active,1,0,9,0,0,0,0,0,R0.00
1-K53HWU,MERVYN E. KING,SUNNINGHILL,Active,1,0,1,0,0,0,0,0,R257.60
1-K592I5,GRANT THORNTON ADVISORY SERVICES CAPE (PTY) LTD,HEAD OFFICE,Active,1,0,0,2,0,0,0,0,R1 041.67
1-K5WUKP,TOMTOM AFRICA (PTY) LTD,JOHANNESBURG,Active,1,0,43,0,0,0,0,0,R69 625.73
1-K63UIA,PLATOON TRADE & INVEST 149 PTY (LTD) T/A WANATEL,CAPE TOWN,Active,1,0,4,0,0,0,0,0,R12 540.00
1-K64A0S,SHOWBOAT TRADE & INVEST 32 (PTY) LTD T/A JABBA FINANCE (PTY) LTD,HEAD OFFICE,Active,1,0,1,0,0,0,0,0,R0.00
1-KB62R3,AON ANGOLA,LUANDA,Active,1,0,5,0,0,0,0,0,R55 378.39
1-KBA491,JAMES KEAN JOHNSTON,GOEDEBURG,Active,1,0,6,0,0,0,0,0,R12 048.00
1-KBGGI3,4 SEASONS NURSERY,HEIDELBERG,Active,1,0,2,0,0,0,0,0,R0.00
1-KC6FU5,NATIONAL GAMBLING BOARD,NATIONAL GAMBLING BOARD,Active,1,1,72,0,103312,0,0,0,R25 564.81
1-KFM8HA,WH ROSENMEYER HOLDING (PTY) LTD,JOHANNESBURG,Active,1,0,0,0,0,0,0,0,R0.00
1-KFNNMU,YKK SOUTHERN AFRICA (PTY) LTD,JOHANNESBURG HO,Active,1,3,155,4,471666,2579.12,0,-1077952.68,R92 940.82
1-KFT281,AFRICAN INFORMATION SYSTEMS CC T/A AFRISYS,CONSTANTIA KLOOF,Active,1,0,2,0,0,0,0,0,R5 165.74
1-KFU25I,1ST WYCHWOOD SCOUT GROUP,WYCHWOOD,Active,1,0,1,0,0,0,0,0,R0.00
1-KFXWTG,VENDITOR INTERNATIONAL (PTY) LTD,CENTURION,Active,1,0,5,0,0,0,0,0,R2 779.00
1-KGE2FF,BHBW SOUTH AFRICA (PTY) LTD,SANDTON,Active,1,6,66,5,0,0,0,-38640,R23 577.74
1-KGIG1J,CLORPIQUE 30 (PTY) LTD TA UMTHUNZI BOUTIQUE HOTEL,DURBAN,Active,1,0,3,0,0,0,0,0,R1 536.26
1-KGP3TA,ITS CALLED ADVERTISING PTY LTD,LYNNWOOD MANOR,Active,1,0,4,5,0,0,0,-4704,R1 561.47
1-KGWCOB,REDWILL ICT,BROMHOF,Active,2,77,384,68,791882.62,32548.56,0,-15870.24,R79 900.35
1-KI22MV,FUN PUBS (RIVIERA HOTEL),DURBAN,Active,1,0,2,0,0,0,0,0,R1 000.00
1-KJGUX3,TURNSTONE TRADING 128CC T/A MUGG AND BEAN -KRUGERSDORP,KRUGERSDORP,Active,1,0,2,0,0,0,0,0,R0.00
1-KJGV8N,EMPORIUM BEAHERY CC T/A MUGG AND BEAN VAHGATE MALL,CAPETOWN,Active,1,0,2,0,0,0,0,0,R0.00
1-KJHALD,MUGG & BEAN RIVERWALK,THREERIVERS,Active,1,0,2,0,0,0,0,0,R0.00
1-KJKYVN,ZARA RETAIL SOUTH AFRICA (PTY) LTD,SANDTON CITY,Active,1,6,85,2,0,0,0,-12024,R95 148.41
1-KJMBT4,CRAMAL SA CC,PAULSHOF,Active,1,0,2,0,0,0,0,0,R0.00
1-KJMM82,STEADY CROW INVESTMENTS NO8 CC,MERMANUS,Active,1,0,2,0,0,0,0,0,R0.00
1-KJNUVC,ISHOLD RESTAURANT CC,BRAKPAN,Active,1,0,2,0,0,0,0,0,R0.00
1-KJWNHU,RAINBOW PEPPER TRADING 114 (PTY) LTD,PRINCESS,Active,1,0,1,0,0,0,0,0,R0.00
1-KJYC9N,TBWA SOUTH AFRICA (PTY) LTD,SANDOWN,Active,1,0,2,0,0,0,0,0,R637.28
1-KK0DPS,STREET TALK TRADING 164 CC T/A MB RUSTENBURG,RUSTENBURG,Active,1,0,2,0,0,0,0,0,R0.00
1-KK46GU,BEST PRACTICE 37 CC T/A MUGG & BEAN CANAL WALK,CANAL WALK,Active,1,0,2,0,0,0,0,0,R0.00
1-KK4NH4,SOBOTA 6 TRADING AND INVESTMENT,SOMERSET,Active,1,0,2,0,0,0,0,0,R0.00
1-KL3V3Y,AMAZING VOUCHERS (PTY) LTD,CAPE TOWN,Active,1,0,32,0,0,0,0,0,R532.00
1-KLTWP8,SAFICON INDUSTRIAL EQUIPMENT - SECURE CONNECT,ISANDO,Active,1,0,0,0,0,0,0,0,R3 504.73
1-KNH17G,FOURWAYS VETERINARY HOSPITAL,FOURWAYS,Active,1,0,1,0,0,0,0,0,R217.95
1-KNJ9M9,RESTTECH CC,WOODMEAD,Active,1,0,0,0,0,0,0,0,-R2 666.67
1-KPM820,IZIMO MANAGEMENT SERVICES PTY LTD,LAZER PARK,Active,1,0,0,0,0,0,0,0,R135.00
1-KPY1PO,HIGHER CALLING FOODS,MELMAPIUS,Active,1,0,2,0,0,0,0,0,R0.00
1-KPZY9T,SPLASHES RESTAURANT FOURWAYS CC,KNYSNA,Active,1,0,2,0,0,0,0,0,R0.00
1-KQ0IC7,RUSSEL K BUSINESS TRUST,EAST LONDON,Active,1,0,2,0,0,0,0,0,R0.00
1-KSEYCE,PLUM PERFECT DECOR & GIFTS,DURBAN,Active,1,0,2,0,0,0,0,0,R0.00
1-KSHLT5,COASTLANDS DURBAN PTY LTD,DURBAN,Active,1,0,3,0,0,0,0,0,R1 500.00
